"host_label","bash","dash","mksh","zsh","osh-ovm","osh-cpython","num_lines","filename","filename_HREF"
"flanders",120,413.333333333333,166.567164179104,54.7058823529412,0.633514986376022,0.712780226096953,1116,"build.sh","https://github.com/oilshell/oil/blob/master/benchmarks/testdata/build.sh"
"flanders",236.478873239437,839.5,493.823529411765,26.9935691318328,2.13667599898193,2.31810023470937,1679,"t4014-format-patch.sh","https://github.com/oilshell/oil/blob/master/benchmarks/testdata/t4014-format-patch.sh"
"flanders",201.511627906977,666.538461538462,125.579710144928,110.382165605096,0.855464507848751,0.843185909599572,1733,"functions","https://github.com/oilshell/oil/blob/master/benchmarks/testdata/functions"
"flanders",167.685950413223,NA,NA,68.3164983164983,0.719401503332861,0.763327188593356,2029,"configure-helper.sh","https://github.com/oilshell/oil/blob/master/benchmarks/testdata/configure-helper.sh"
"flanders",205.901639344262,785,285.454545454545,84.0133779264214,0.6459576218885,0.803351562250152,2512,"abuild","https://github.com/oilshell/oil/blob/master/benchmarks/testdata/abuild"
"flanders",259.423076923077,963.571428571429,415.076923076923,44.891846921797,0.768310741542317,0.98266317016317,2698,"Build.sh","https://github.com/oilshell/oil/blob/master/benchmarks/testdata/Build.sh"
"flanders",297.428571428571,1419.54545454545,821.842105263158,41.1462450592885,4.46015424164524,4.48256064303143,3123,"t9300-fast-import.sh","https://github.com/oilshell/oil/blob/master/benchmarks/testdata/t9300-fast-import.sh"
"flanders",145.352112676056,NA,NA,69.8240866035183,0.570146845960907,0.632151520348908,5160,"test-cmd-util.sh","https://github.com/oilshell/oil/blob/master/benchmarks/testdata/test-cmd-util.sh"
"flanders",242.738693467337,1463.78787878788,443.165137614679,87.4298642533937,1.04943568798271,1.0706725920672,9661,"ltmain.sh","https://github.com/oilshell/oil/blob/master/benchmarks/testdata/ltmain.sh"
"flanders",202.061143984221,1613.30708661417,439.678111587983,79.9726775956284,0.931911216228509,0.98768824357417,20489,"configure","https://github.com/oilshell/oil/blob/master/benchmarks/testdata/configure"
"lisa",210.566037735849,797.142857142857,429.230769230769,139.5,1.65357830789747,1.63253364540667,1116,"build.sh","https://github.com/oilshell/oil/blob/master/benchmarks/testdata/build.sh"
"lisa",493.823529411765,1199.28571428571,987.647058823529,48.2471264367816,5.52484369858506,4.96892571766795,1679,"t4014-format-patch.sh","https://github.com/oilshell/oil/blob/master/benchmarks/testdata/t4014-format-patch.sh"
"lisa",309.464285714286,1237.85714285714,541.5625,208.795180722892,1.94064949608063,1.91048395987212,1733,"functions","https://github.com/oilshell/oil/blob/master/benchmarks/testdata/functions"
"lisa",375.740740740741,NA,NA,138.027210884354,1.77035162725766,1.77267167569457,2029,"configure-helper.sh","https://github.com/oilshell/oil/blob/master/benchmarks/testdata/configure-helper.sh"
"lisa",425.762711864407,1395.55555555556,612.682926829268,205.901639344262,1.5883654758141,1.637762420133,2512,"abuild","https://github.com/oilshell/oil/blob/master/benchmarks/testdata/abuild"
"lisa",574.042553191489,1686.25,843.125,89.3377483443709,2.4074239314714,2.55928666287232,2698,"Build.sh","https://github.com/oilshell/oil/blob/master/benchmarks/testdata/Build.sh"
"lisa",637.34693877551,2839.09090909091,1561.5,76.9211822660099,13.2162505289886,12.4174950298211,3123,"t9300-fast-import.sh","https://github.com/oilshell/oil/blob/master/benchmarks/testdata/t9300-fast-import.sh"
"lisa",267.357512953368,NA,NA,139.459459459459,1.3097111528504,1.53507467126792,5160,"test-cmd-util.sh","https://github.com/oilshell/oil/blob/master/benchmarks/testdata/test-cmd-util.sh"
"lisa",508.473684210526,2841.47058823529,811.848739495798,212.797356828194,2.53038239916186,2.61751876236148,9661,"ltmain.sh","https://github.com/oilshell/oil/blob/master/benchmarks/testdata/ltmain.sh"
"lisa",507.153465346535,2529.50617283951,779.049429657795,182.124444444444,2.27766908266263,2.37892879120369,20489,"configure","https://github.com/oilshell/oil/blob/master/benchmarks/testdata/configure"
